,funding_total_usd,milestones,web,biotech,active_days,isClosed,funding_per_active_day,PC1,PC2,PC3,PC4,PC5,PC6,PC7,status
77,35000.0,1.59,0,0,4017,1,8.71,0.3309924863439796,-0.4440057505921796,-0.27328773431965264,0.19949739967094363,-0.34244592703764676,0.5502165150020409,0.0399300365384645,1
78,165000.0,1.59,1,0,3652,1,45.18,1.428737537821326,0.774398386000455,-1.284961853172983,0.7133580579482232,2.2038157958201645,-0.16673799723469046,-0.4140672971285581,1
79,20000.0,1.0,0,0,5478,1,3.65,0.03605241445083876,-1.0749176187293412,-0.1578452445722608,0.5908518917406314,-0.11531166983392223,-0.11131692754017579,0.3281086103663548,1
80,14345753.0,1.59,0,0,5113,1,2805.74,-0.9505973222077428,0.6849158719179596,0.19313447865124764,0.05481288803726197,-0.6269619843728836,-0.7675225229593717,-0.7113305212071526,1
81,6321095.0,1.0,0,0,4748,1,1331.32,-0.22722798005685196,-0.6029766417403221,0.10367944901276806,0.4199489536682657,-0.32105895456866795,-0.5985560661914002,-0.3446983539476404,1
82,16030566.0,1.59,0,0,5844,1,2743.08,-1.2510168091729492,0.8300132699264136,0.21935880145574052,0.09025467564584255,-0.6205896390793492,-0.9691164832849851,-0.6300173545961387,1
83,11000000.0,3.0,0,0,4383,1,2509.7,-0.6925399570271865,1.9890144756341706,-0.33146175553014007,-0.577964381122519,-0.9019441010162836,0.8937475390485514,-0.3704686665797705,1
84,4000000.0,1.0,1,0,4017,1,995.77,1.1343080065567197,0.418452405618169,-0.9794067660072932,0.943029824311185,2.26212389433897,-1.076062335038618,-0.720299969524917,1
85,160000.0,1.59,0,0,5113,1,31.29,0.050128778951175776,-0.41156038658147365,-0.3193300594223018,0.29446068693637534,-0.27280955440950333,0.4554845212226953,0.33981787746686587,1
86,500000.0,1.0,0,0,5113,1,97.79,0.09279011527994416,-1.0454043088050795,-0.1236686636267782,0.5504134060872662,-0.1515253473793903,-0.12474028996398598,0.1895850699182844,1
87,48501.0,2.0,0,0,3652,1,13.28,0.37432597494626413,0.008181485346392552,-0.38339236317294584,-0.0149135724968078,-0.45719373473815644,0.9598504994103234,0.02286535202270359,1
88,22600000.0,1.0,0,0,6209,1,3639.88,-1.738524310309307,0.6849340543219977,0.6223119473011735,0.27246453821724603,-0.63068696144861,-2.1147048596673548,-1.1389260905264853,1
89,100000.0,1.59,0,0,5844,1,17.11,-0.12708542533825523,-0.4010030450303272,-0.3552210997043792,0.3602178951626776,-0.22278509357090218,0.40466057366084685,0.55045785056301,1
90,2365000.0,1.59,0,1,4748,1,498.1,-1.035025815875643,-0.9519347326320967,1.423811030009132,-1.72568104802004,1.6791173432903745,1.1595367338421088,-0.13348358638747243,1
91,750000.0,2.0,0,0,4017,1,186.71,0.2342511682132778,0.07002150461543727,-0.37480112333123977,0.005643785023304399,-0.4504679689854419,0.8714445246755536,0.07384470997019256,1
92,4500000.0,1.59,0,0,9131,1,492.83,-1.2534849543508277,0.007106242413697404,-0.3487894591793614,0.5762059109803024,-0.11451767994742944,-0.22680306011054513,1.1515542212309815,1
93,5806037.0,1.59,0,0,5113,1,1135.54,-0.34816777978658725,0.02484545669730915,-0.11536530171568746,0.1990790457003286,-0.4137649009617184,-0.03128153545242262,-0.07854713666384679,1
94,1500000.0,1.0,0,0,4748,1,315.92,0.11285147567764604,-0.975679500567843,-0.07065451301116125,0.5012382722226587,-0.200715737490181,-0.18297518198546325,0.012532292235214036,1
95,100000.0,1.0,0,0,3652,1,27.38,0.4836543107314826,-1.1066887442418838,-0.0707109687209452,0.42777852752735895,-0.23852520353480067,0.0216647392048955,-0.19288110080935922,1
96,10000000.0,1.0,0,0,5113,1,1955.8,-0.5773821316389101,-0.3111095235819115,0.21952165571199445,0.38992463271700795,-0.3886962670771271,-0.9437709697813809,-0.5143542830227336,1
97,22100000.0,3.0,1,0,5113,1,4322.32,-0.6405765832773798,4.077793283977483,-0.9982174640245947,-0.1532310560066571,1.4430513122074111,-0.8531741024220708,-1.3284985202525674,1
98,5000000.0,2.0,0,0,5113,1,977.9,-0.3376199768812003,0.4212736867294385,-0.27191633375754826,0.030838981307344544,-0.4838227363153089,0.42104719329022344,0.06807094186384405,1
99,200000.0,2.0,0,0,3652,1,54.76,0.36364216217416523,0.019901324160707626,-0.37789154975223826,-0.017447409341811656,-0.46097315751045514,0.9467996345810973,0.011640604919123521,1
100,296384.0,2.0,0,0,4383,1,67.62,0.17539485780041691,0.04254329378542019,-0.40814150972589186,0.04566028137612202,-0.4148537185981296,0.8824901133952081,0.21069235209602372,1
101,11298100.0,3.0,0,0,6209,1,1819.63,-1.1670396355615411,2.049395388977259,-0.40667798447675124,-0.4228727606333785,-0.7883451615310239,0.7275166778884717,0.1224318523553031,1
102,15500000.0,1.59,0,0,6209,1,2496.38,-1.3042307079512432,0.7964729498917055,0.18301999280923362,0.13124014515985474,-0.5831473265056498,-0.9514592474725196,-0.4877608844830589,1
103,6865000.0,2.0,0,0,5113,1,1342.66,-0.46918536961576734,0.5654273499390763,-0.20454264751626305,-0.0006674918316004061,-0.5303831318750147,0.2602585416841263,-0.0701234676276007,1
104,2750000.0,1.0,0,0,4017,1,684.59,0.2061547800290602,-0.8941555902295063,0.008511947895274265,0.4156399345612819,-0.28042016422781413,-0.23463841146712472,-0.2862734391007408,1
105,6545000.0,2.0,0,0,4748,1,1378.48,-0.3559822914127907,0.5331868625035939,-0.19903549998505657,-0.027379769884942676,-0.5466012953677085,0.3158925929166756,-0.14935830542471723,1
106,100000.0,1.0,0,0,3652,1,27.38,0.4836543107314826,-1.1066887442418838,-0.0707109687209452,0.42777852752735895,-0.23852520353480067,0.0216647392048955,-0.19288110080935922,1
107,4100000.0,1.0,0,0,5113,1,801.88,-0.1611698934711063,-0.7671452306375536,0.006382409457604964,0.4895966120646965,-0.24140064279154236,-0.43510980897603074,-0.07717089521111742,1
108,26000006.0,2.0,0,0,6209,1,4187.47,-2.0913715992921604,2.0664913671028087,0.4340506189477205,-0.22877987445323658,-0.9355503832992518,-1.4741861101572453,-1.178943376977531,1
109,700000.0,1.0,0,0,3652,1,191.68,0.44134190824075087,-1.060273216622238,-0.048925374232772496,0.4177435105906237,-0.2534933081810902,-0.030022176251330975,-0.2373358360932956,1
110,500000.0,1.59,0,0,6209,1,80.53,-0.24590666051012505,-0.36250956027375353,-0.3576416374817434,0.38575871650379984,-0.2085443761941648,0.34220302038063366,0.6237729541228454,1
111,10500000.0,3.0,0,0,1095,0,9589.04,2.153629066731412,2.7361555799687025,1.2557492114538953,-2.4040194888917212,-1.5699608812804042,-0.4248478303015162,0.8244359523906652,3
